# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 2320       1.205317075348e+02       5.108565793883e+00       0.000000000000e+00      -1.076343201931e+01       1.051758431741e-09       4.409716684462e-08       2.636061564165e-08 
 2321       1.206099536892e+02       5.064311442934e+00       0.000000000000e+00      -1.074496659660e+01       1.050583779122e-09       4.375851601845e-08       2.599877936163e-08 
 2322       1.206866555535e+02       5.020122825300e+00       0.000000000000e+00      -1.072446931908e+01       1.049410623138e-09       4.343734877878e-08       2.564093647046e-08 
 2323       1.207616755520e+02       4.976013799204e+00       0.000000000000e+00      -1.070195534226e+01       1.048238961028e-09       4.313348235877e-08       2.528730004333e-08 
 2324       1.208348756457e+02       4.931998269790e+00       0.000000000000e+00      -1.067743988722e+01       1.047068789905e-09       4.284673280671e-08       2.493808419575e-08 
 2325       1.209061173317e+02       4.888090189182e+00       0.000000000000e+00      -1.065093824070e+01       1.045900106751e-09       4.257691498332e-08       2.459350408576e-08 
 2326       1.209752616428e+02       4.844303556528e+00       0.000000000000e+00      -1.062246575514e+01       1.044732908420e-09       4.232384255903e-08       2.425377591613e-08 
 2327       1.210421691467e+02       4.800652418054e+00       0.000000000000e+00      -1.059203784876e+01       1.043567191636e-09       4.208732801124e-08       2.391911693652e-08 
 2328       1.211066999460e+02       4.757150867113e+00       0.000000000000e+00      -1.055967000569e+01       1.042402952993e-09       4.186718262159e-08       2.358974544574e-08 
 2329       1.211687136773e+02       4.713813044232e+00       0.000000000000e+00      -1.052537777596e+01       1.041240188955e-09       4.166321647323e-08       2.326588079388e-08 
 2330       1.212280695110e+02       4.670653137167e+00       0.000000000000e+00      -1.048917677565e+01       1.040078895852e-09       4.147523844807e-08       2.294774338455e-08 
 2331       1.212846261505e+02       4.627685380951e+00       0.000000000000e+00      -1.045108268693e+01       1.038919069884e-09       4.130305622405e-08       2.263555467710e-08 
 2332       1.213382418319e+02       4.584924057943e+00       0.000000000000e+00      -1.041111125811e+01       1.037760707119e-09       4.114647627242e-08       2.232953718877e-08 
 2333       1.213887743236e+02       4.542383497882e+00       0.000000000000e+00      -1.036927830380e+01       1.036603803491e-09       4.100530385495e-08       2.202991449696e-08 
 2334       1.214360809255e+02       4.500078077929e+00       0.000000000000e+00      -1.032559970487e+01       1.035448354799e-09       4.087934302120e-08       2.173691124141e-08 
 2335       1.214800184688e+02       4.458022222729e+00       0.000000000000e+00      -1.028009140864e+01       1.034294356709e-09       4.076839660582e-08       2.145075312638e-08 
 2336       1.215204433153e+02       4.416230404449e+00       0.000000000000e+00      -1.023276942886e+01       1.033141804753e-09       4.067226622571e-08       2.117166692295e-08 
 2337       1.215572113571e+02       4.374717142837e+00       0.000000000000e+00      -1.018364984585e+01       1.031990694326e-09       4.059075227733e-08       2.089988047112e-08 
 2338       1.215901949144e+02       4.333495762064e+00       0.000000000000e+00      -1.013275179145e+01       1.030841021486e-09       4.052368506444e-08       2.063552208212e-08 
 2339       1.216193335469e+02       4.292574652652e+00       0.000000000000e+00      -1.008010642430e+01       1.029692785369e-09       4.047101850647e-08       2.037831770754e-08 
 2340       1.216445835596e+02       4.251960986238e+00       0.000000000000e+00      -1.002574801089e+01       1.028545985803e-09       4.043273730453e-08       2.012789093118e-08 
 2341       1.216659011332e+02       4.211661956677e+00       0.000000000000e+00      -9.969710945969e+00       1.027400622511e-09       4.040882589000e-08       1.988386330669e-08 
 2342       1.216832423240e+02       4.171684780061e+00       0.000000000000e+00      -9.912029752626e+00       1.026256695111e-09       4.039926842379e-08       1.964585435320e-08 
 2343       1.216965630638e+02       4.132036694748e+00       0.000000000000e+00      -9.852739082456e+00       1.025114203114e-09       4.040404879564e-08       1.941348155093e-08 
 2344       1.217058191593e+02       4.092724961377e+00       0.000000000000e+00      -9.791873715700e+00       1.023973145925e-09       4.042315062343e-08       1.918636033670e-08 
 2345       1.217109662929e+02       4.053756862898e+00       0.000000000000e+00      -9.729468561381e+00       1.022833522844e-09       4.045655725243e-08       1.896410409959e-08 
 2346       1.217119600216e+02       4.015139704590e+00       0.000000000000e+00      -9.665558657445e+00       1.021695333061e-09       4.050425175459e-08       1.874632417646e-08 
 2347       1.217087557777e+02       3.976880814087e+00       0.000000000000e+00      -9.600179170907e+00       1.020558575659e-09       4.056621692785e-08       1.853262984754e-08 
 2348       1.217013088680e+02       3.938987541399e+00       0.000000000000e+00      -9.533365397985e+00       1.019423249613e-09       4.064243529538e-08       1.832262833201e-08 
 2349       1.216895744741e+02       3.901467258935e+00       0.000000000000e+00      -9.465152764245e+00       1.018289353789e-09       4.073288910491e-08       1.811592478355e-08 
 2350       1.216735076521e+02       3.864327361526e+00       0.000000000000e+00      -9.395576824741e+00       1.017156886944e-09       4.083756032798e-08       1.791212228588e-08 
 2351       1.216530633326e+02       3.827575266450e+00       0.000000000000e+00      -9.324673264155e+00       1.016025847723e-09       4.095643065922e-08       1.771082184836e-08 
 2352       1.216281963204e+02       3.791218413451e+00       0.000000000000e+00      -9.252477896938e+00       1.014896234663e-09       4.108948151564e-08       1.751162240151e-08 
 2353       1.215988612947e+02       3.755264264764e+00       0.000000000000e+00      -9.179026667453e+00       1.013768046189e-09       4.123669403591e-08       1.731412079258e-08 
 2354       1.215650128084e+02       3.719720305138e+00       0.000000000000e+00      -9.104355650112e+00       1.012641280614e-09       4.139804907965e-08       1.711791178107e-08 
 2355       1.215266052886e+02       3.684594041858e+00       0.000000000000e+00      -9.028501049518e+00       1.011515936142e-09       4.157352722667e-08       1.692258803429e-08 
 2356       1.214835930361e+02       3.649893004769e+00       0.000000000000e+00      -8.951499200609e+00       1.010392010859e-09       4.176310877630e-08       1.672774012290e-08 
 2357       1.214359302254e+02       3.615624746298e+00       0.000000000000e+00      -8.873386568793e+00       1.009269502745e-09       4.196677374661e-08       1.653295651642e-08 
 2358       1.213835709047e+02       3.581796841476e+00       0.000000000000e+00      -8.794199750096e+00       1.008148409660e-09       4.218450187373e-08       1.633782357878e-08 
 2359       1.213264689953e+02       3.548416887964e+00       0.000000000000e+00      -8.713975471296e+00       1.007028729354e-09       4.241627261112e-08       1.614192556385e-08 
 2360       1.212645782921e+02       3.515492506071e+00       0.000000000000e+00      -8.632750590066e+00       1.005910459461e-09       4.266206512882e-08       1.594484461095e-08 
 2361       1.211978524631e+02       3.483031338781e+00       0.000000000000e+00      -8.550562095118e+00       1.004793597501e-09       4.292185831274e-08       1.574616074036e-08 
 2362       1.211262450494e+02       3.451041051774e+00       0.000000000000e+00      -8.467447106340e+00       1.003678140877e-09       4.319563076395e-08       1.554545184886e-08 
 2363       1.210497094649e+02       3.419529333451e+00       0.000000000000e+00      -8.383442874937e+00       1.002564086878e-09       4.348336079792e-08       1.534229370521e-08 
 2364       1.209681989964e+02       3.388503894952e+00       0.000000000000e+00      -8.298586783575e+00       1.001451432675e-09       4.378502644382e-08       1.513625994569e-08 
 2365       1.208816668035e+02       3.357972470183e+00       0.000000000000e+00      -8.212916346516e+00       1.000340175321e-09       4.410060544376e-08       1.492692206957e-08 
 2366       1.207900659182e+02       3.327942815839e+00       0.000000000000e+00      -8.126469209767e+00       9.992303117541e-10       4.443007525209e-08       1.471384943465e-08 
 2367       1.206933492451e+02       3.298422711425e+00       0.000000000000e+00      -8.039283151212e+00       9.981218387917e-10       4.477341303468e-08       1.449660925270e-08 
 2368       1.205914695608e+02       3.269419959278e+00       0.000000000000e+00      -7.951396080760e+00       9.970147531339e-10       4.513059566815e-08       1.427476658501e-08 
 2369       1.204843795146e+02       3.240942384594e+00       0.000000000000e+00      -7.862846040480e+00       9.959090513614e-10       4.550159973915e-08       1.404788433782e-08 
 2370       1.203720316273e+02       3.212997835445e+00       0.000000000000e+00      -7.773671204746e+00       9.948047299352e-10       4.588640154365e-08       1.381552325787e-08 
 2371       1.202543782922e+02       3.185594182808e+00       0.000000000000e+00      -7.683909880378e+00       9.937017851960e-10       4.628497708621e-08       1.357724192781e-08 
 2372       1.201313717740e+02       3.158739320583e+00       0.000000000000e+00      -7.593600506777e+00       9.926002133638e-10       4.669730207920e-08       1.333259676174e-08 
 2373       1.200029642093e+02       3.132441165618e+00       0.000000000000e+00      -7.502781656074e+00       9.915000105373e-10       4.712335194211e-08       1.308114200064e-08 
 2374       1.198691076062e+02       3.106707657731e+00       0.000000000000e+00      -7.411492033264e+00       9.904011726936e-10       4.756310180082e-08       1.282242970785e-08 
 2375       1.197297538444e+02       3.081546759736e+00       0.000000000000e+00      -7.319770476351e+00       9.893036956871e-10       4.801652648681e-08       1.255600976454e-08 
 2376       1.195848546746e+02       3.056966457459e+00       0.000000000000e+00      -7.227655956486e+00       9.882075752498e-10       4.848360053650e-08       1.228142986519e-08 
 2377       1.194343774889e+02       3.032973212367e+00       0.000000000000e+00      -7.135186477591e+00       9.871128077174e-10       4.896433395832e-08       1.199833900621e-08 
 2378       1.192783527358e+02       3.009567308967e+00       0.000000000000e+00      -7.042395767538e+00       9.860193922214e-10       4.945887989679e-08       1.170679900639e-08 
 2379       1.191168267968e+02       2.986747478790e+00       0.000000000000e+00      -6.949316566870e+00       9.849273285234e-10       4.996742796136e-08       1.140697585451e-08 
 2380       1.189498462430e+02       2.964512445183e+00       0.000000000000e+00      -6.855981727583e+00       9.838366162891e-10       5.049016855026e-08       1.109903647924e-08 
 2381       1.187774578355e+02       2.942860923295e+00       0.000000000000e+00      -6.762424213247e+00       9.827472550888e-10       5.102729285207e-08       1.078314875108e-08 
 2382       1.185997085256e+02       2.921791620070e+00       0.000000000000e+00      -6.668677099122e+00       9.816592443963e-10       5.157899284723e-08       1.045948148447e-08 
 2383       1.184166454550e+02       2.901303234237e+00       0.000000000000e+00      -6.574773572278e+00       9.805725835883e-10       5.214546130960e-08       1.012820443983e-08 
 2384       1.182283159560e+02       2.881394456299e+00       0.000000000000e+00      -6.480746931707e+00       9.794872719448e-10       5.272689180803e-08       9.789488325566e-09 
 2385       1.180347675515e+02       2.862063968521e+00       0.000000000000e+00      -6.386630588443e+00       9.784033086477e-10       5.332347870784e-08       9.443504800185e-09 
 2386       1.178360479558e+02       2.843310444924e+00       0.000000000000e+00      -6.292458065684e+00       9.773206927809e-10       5.393541717247e-08       9.090426474305e-09 
 2387       1.176322050741e+02       2.825132551274e+00       0.000000000000e+00      -6.198262998902e+00       9.762394233299e-10       5.456290316493e-08       8.730426912724e-09 
 2388       1.174232870031e+02       2.807528945068e+00       0.000000000000e+00      -6.104079135964e+00       9.751594991809e-10       5.520613344942e-08       8.363680636477e-09 
 2389       1.172093420312e+02       2.790498275530e+00       0.000000000000e+00      -6.009940337251e+00       9.740809191208e-10       5.586530559284e-08       7.990363124893e-09 
 2390       1.169904186387e+02       2.774039183597e+00       0.000000000000e+00      -5.915880575772e+00       9.730036818366e-10       5.654061796638e-08       7.610650817659e-09 
 2391       1.167665654979e+02       2.758150301909e+00       0.000000000000e+00      -5.821933937283e+00       9.719277859147e-10       5.723226974705e-08       7.224721116874e-09 
 2392       1.165378314733e+02       2.742830254802e+00       0.000000000000e+00      -5.728134620406e+00       9.708532298411e-10       5.794046091924e-08       6.832752389124e-09 
 2393       1.163042656220e+02       2.728077658295e+00       0.000000000000e+00      -5.634516936744e+00       9.697800120001e-10       5.866539227628e-08       6.434923967539e-09 
 2394       1.160659171939e+02       2.713891120082e+00       0.000000000000e+00      -5.541115310999e+00       9.687081306745e-10       5.940726542200e-08       6.031416153862e-09 
 2395       1.158228356315e+02       2.700269239519e+00       0.000000000000e+00      -5.447964281090e+00       9.676375840449e-10       6.016628277230e-08       5.622410220523e-09 
 2396       1.155750705707e+02       2.687210607619e+00       0.000000000000e+00      -5.355098498271e+00       9.665683701891e-10       6.094264755669e-08       5.208088412704e-09 
 2397       1.153226718406e+02       2.674713807035e+00       0.000000000000e+00      -5.262552727247e+00       9.655004870821e-10       6.173656381987e-08       4.788633950415e-09 
 2398       1.150656894639e+02       2.662777412059e+00       0.000000000000e+00      -5.170361846291e+00       9.644339325951e-10       6.254823642329e-08       4.364231030567e-09 
 2399       1.148041736571e+02       2.651399988604e+00       0.000000000000e+00      -5.078560847364e+00       9.633687044954e-10       6.337787104669e-08       3.935064829049e-09 
 2400       1.145381748305e+02       2.640580094196e+00       0.000000000000e+00      -4.987184836232e+00       9.623048004458e-10       6.422567418972e-08       3.501321502805e-09 
 2401       1.142677435887e+02       2.630316277969e+00       0.000000000000e+00      -4.896269032578e+00       9.612422180042e-10       6.509185317347e-08       3.063188191916e-09 
 2402       1.139929307307e+02       2.620607080646e+00       0.000000000000e+00      -4.805848770129e+00       9.601809546230e-10       6.597661614203e-08       2.620853021677e-09 
 2403       1.137137872500e+02       2.611451034539e+00       0.000000000000e+00      -4.715959496764e+00       9.591210076489e-10       6.688017206409e-08       2.174505104685e-09 
 2404       1.134303643350e+02       2.602846663531e+00       0.000000000000e+00      -4.626636774639e+00       9.580623743222e-10       6.780273073448e-08       1.724334542920e-09 
 2405       1.131427133690e+02       2.594792483069e+00       0.000000000000e+00      -4.537916280298e+00       9.570050517765e-10       6.874450277579e-08       1.270532429834e-09 
 2406       1.128508859308e+02       2.587287000156e+00       0.000000000000e+00      -4.449833804796e+00       9.559490370381e-10       6.970569963988e-08       8.132908524390e-10 
 2407       1.125549337942e+02       2.580328713336e+00       0.000000000000e+00      -4.362425253812e+00       9.548943270256e-10       7.068653360951e-08       3.528028933955e-10 
 2408       1.122549089292e+02       2.573916112691e+00       0.000000000000e+00      -4.275726647770e+00       9.538409185493e-10       7.168721779989e-08      -1.107373668931e-10 
 2409       1.119508635011e+02       2.568047679823e+00       0.000000000000e+00      -4.189774121952e+00       9.527888083112e-10       7.270796616025e-08      -5.771348481889e-10 
 2410       1.116428498717e+02       2.562721887850e+00       0.000000000000e+00      -4.104603926622e+00       9.517379929038e-10       7.374899347545e-08      -1.046193468323e-09 
 2411       1.113309205988e+02       2.557937201394e+00       0.000000000000e+00      -4.020252427137e+00       9.506884688103e-10       7.481051536754e-08      -1.517716141099e-09 
 2412       1.110151284370e+02       2.553692076571e+00       0.000000000000e+00      -3.936756104068e+00       9.496402324038e-10       7.589274829732e-08      -1.991504774194e-09 
 2413       1.106955263372e+02       2.549984960980e+00       0.000000000000e+00      -3.854151553316e+00       9.485932799467e-10       7.699590956596e-08      -2.467360267057e-09 
 2414       1.103721674476e+02       2.546814293696e+00       0.000000000000e+00      -3.772475486229e+00       9.475476075906e-10       7.812021731659e-08      -2.945082508809e-09 
 2415       1.100451051133e+02       2.544178505255e+00       0.000000000000e+00      -3.691764729723e+00       9.465032113757e-10       7.926589053582e-08      -3.424470376136e-09 
 2416       1.097143992897e+02       2.542075029661e+00       0.000000000000e+00      -3.612052348499e+00       9.454600878937e-10       8.043291846749e-08      -3.905277457788e-09 
 2417       1.093801358230e+02       2.540497333855e+00       0.000000000000e+00      -3.533355985801e+00       9.444182362873e-10       8.162036655937e-08      -4.387078792383e-09 
 2418       1.090424072870e+02       2.539437870223e+00       0.000000000000e+00      -3.455689452236e+00       9.433776562740e-10       8.282706421273e-08      -4.869402915451e-09 
 2419       1.087013065812e+02       2.538889062917e+00       0.000000000000e+00      -3.379066597287e+00       9.423383474845e-10       8.405183478556e-08      -5.351776018152e-09 
 2420       1.083569269307e+02       2.538843307825e+00       0.000000000000e+00      -3.303501309358e+00       9.413003094624e-10       8.529349557990e-08      -5.833721942428e-09 
 2421       1.080093618870e+02       2.539292972541e+00       0.000000000000e+00      -3.229007515806e+00       9.402635416635e-10       8.655085782922e-08      -6.314762176153e-09 
 2422       1.076587053281e+02       2.540230396335e+00       0.000000000000e+00      -3.155599182980e+00       9.392280434555e-10       8.782272668569e-08      -6.794415848280e-09 
 2423       1.073050514592e+02       2.541647890122e+00       0.000000000000e+00      -3.083290316260e+00       9.381938141177e-10       8.910790120758e-08      -7.272199723978e-09 
 2424       1.069484948124e+02       2.543537736432e+00       0.000000000000e+00      -3.012094960093e+00       9.371608528406e-10       9.040517434651e-08      -7.747628199773e-09 
 2425       1.065891302477e+02       2.545892189379e+00       0.000000000000e+00      -2.942027198032e+00       9.361291587255e-10       9.171333293476e-08      -8.220213298679e-09 
 2426       1.062270529528e+02       2.548703474634e+00       0.000000000000e+00      -2.873101152774e+00       9.350987307838e-10       9.303115767258e-08      -8.689464665330e-09 
 2427       1.058623584440e+02       2.551963789389e+00       0.000000000000e+00      -2.805330986195e+00       9.340695679371e-10       9.435742311546e-08      -9.154889561100e-09 
 2428       1.054951425661e+02       2.555665302332e+00       0.000000000000e+00      -2.738730899393e+00       9.330416690165e-10       9.569089766138e-08      -9.615992859230e-09 
 2429       1.051255014928e+02       2.559800153614e+00       0.000000000000e+00      -2.673315132720e+00       9.320150327622e-10       9.703034353808e-08      -1.007227703994e-08 
 2430       1.047535317273e+02       2.564360454818e+00       0.000000000000e+00      -2.609097965824e+00       9.309896578232e-10       9.837451679033e-08      -1.052324218555e-08 
 2431       1.043793301023e+02       2.569338288932e+00       0.000000000000e+00      -2.546093717683e+00       9.299655427567e-10       9.972216726713e-08      -1.096838597558e-08 
 2432       1.040029937806e+02       2.574725710315e+00       0.000000000000e+00      -2.484316746647e+00       9.289426860281e-10       1.010720386089e-07      -1.140720368185e-08 
 2433       1.036246202555e+02       2.580514744668e+00       0.000000000000e+00      -2.423781450472e+00       9.279210860102e-10       1.024228682349e-07      -1.183918816361e-08 
 2434       1.032443073507e+02       2.586697389007e+00       0.000000000000e+00      -2.364502266359e+00       9.269007409827e-10       1.037733873302e-07      -1.226382986260e-08 
 2435       1.028621532211e+02       2.593265611626e+00       0.000000000000e+00      -2.306493670995e+00       9.258816491325e-10       1.051223208328e-07      -1.268061679817e-08 
 2436       1.024782563532e+02       2.600211352071e+00       0.000000000000e+00      -2.249770180583e+00       9.248638085523e-10       1.064683874211e-07      -1.308903456236e-08 
 2437       1.020927155647e+02       2.607526521112e+00       0.000000000000e+00      -2.194346350889e+00       9.238472172411e-10       1.078102995011e-07      -1.348856631497e-08 
 2438       1.017056300060e+02       2.615203000706e+00       0.000000000000e+00      -2.140236777271e+00       9.228318731032e-10       1.091467631932e-07      -1.387869277868e-08 
 2439       1.013170991594e+02       2.623232643973e+00       0.000000000000e+00      -2.087456094725e+00       9.218177739481e-10       1.104764783195e-07      -1.425889223408e-08 
 2440       1.009272228402e+02       2.631607275161e+00       0.000000000000e+00      -2.036018977915e+00       9.208049174899e-10       1.117981383912e-07      -1.462864051478e-08 
 2441       1.005361011967e+02       2.640318689620e+00       0.000000000000e+00      -1.985940141218e+00       9.197933013469e-10       1.131104305955e-07      -1.498741100246e-08 
 2442       1.001438347108e+02       2.649358653769e+00       0.000000000000e+00      -1.937234338754e+00       9.187829230413e-10       1.144120357826e-07      -1.533467462194e-08 
 2443       9.975052419806e+01       2.658718905065e+00       0.000000000000e+00      -1.889916364432e+00       9.177737799989e-10       1.157016284532e-07      -1.566989983624e-08 
 2444       9.935627080813e+01       2.668391151975e+00       0.000000000000e+00      -1.844001051981e+00       9.167658695483e-10       1.169778767450e-07      -1.599255264165e-08 
 2445       9.896117602520e+01       2.678367073945e+00       0.000000000000e+00      -1.799503274992e+00       9.157591889208e-10       1.182394424206e-07      -1.630209656275e-08 
 2446       9.856534166826e+01       2.688638321367e+00       0.000000000000e+00      -1.756437946951e+00       9.147537352500e-10       1.194849808537e-07      -1.659799264749e-08 
 2447       9.816886989145e+01       2.699196515554e+00       0.000000000000e+00      -1.714820021284e+00       9.137495055710e-10       1.207131410170e-07      -1.687969946225e-08 
 2448       9.777186318441e+01       2.710033248704e+00       0.000000000000e+00      -1.674664491389e+00       9.127464968206e-10       1.219225654684e-07      -1.714667308681e-08 
 2449       9.737442437260e+01       2.721140083875e+00       0.000000000000e+00      -1.635986390673e+00       9.117447058363e-10       1.231118903391e-07      -1.739836710948e-08 
 2450       9.697665661768e+01       2.732508554950e+00       0.000000000000e+00      -1.598800792595e+00       9.107441293561e-10       1.242797453194e-07      -1.763423262204e-08 
 2451       9.657866341783e+01       2.744130166609e+00       0.000000000000e+00      -1.563122810700e+00       9.097447640184e-10       1.254247536468e-07      -1.785371821486e-08 
 2452       9.618054860810e+01       2.755996394300e+00       0.000000000000e+00      -1.528967598657e+00       9.087466063611e-10       1.265455320924e-07      -1.805626997186e-08 
 2453       9.578241636074e+01       2.768098684205e+00       0.000000000000e+00      -1.496350350297e+00       9.077496528212e-10       1.276406909483e-07      -1.824133146554e-08 
 2454       9.538437118557e+01       2.780428453214e+00       0.000000000000e+00      -1.465286299651e+00       9.067538997348e-10       1.287088340140e-07      -1.840834375204e-08 
 2455       9.498651343379e+01       2.792977075235e+00       0.000000000000e+00      -1.435786657703e+00       9.057593439415e-10       1.297489442555e-07      -1.855697165401e-08 
 2456       9.458892577959e+01       2.805735840113e+00       0.000000000000e+00      -1.407846396077e+00       9.047659846077e-10       1.307615445778e-07      -1.868778483205e-08 
 2457       9.419168665859e+01       2.818695994409e+00       0.000000000000e+00      -1.381456390567e+00       9.037738214244e-10       1.317475474068e-07      -1.880158279415e-08 
 2458       9.379487475732e+01       2.831848754999e+00       0.000000000000e+00      -1.356607477755e+00       9.027828540032e-10       1.327078699695e-07      -1.889916916875e-08 
 2459       9.339856901342e+01       2.845185309046e+00       0.000000000000e+00      -1.333290454974e+00       9.017930818767e-10       1.336434343041e-07      -1.898135171329e-08 
 2460       9.300284861595e+01       2.858696813971e+00       0.000000000000e+00      -1.311496080266e+00       9.008045044975e-10       1.345551672700e-07      -1.904894232276e-08 
 2461       9.260779300557e+01       2.872374397419e+00       0.000000000000e+00      -1.291215072332e+00       8.998171212379e-10       1.354440005579e-07      -1.910275703821e-08 
 2462       9.221348187487e+01       2.886209157229e+00       0.000000000000e+00      -1.272438110496e+00       8.988309313901e-10       1.363108706995e-07      -1.914361605533e-08 
 2463       9.181999516858e+01       2.900192161407e+00       0.000000000000e+00      -1.255155834658e+00       8.978459341652e-10       1.371567190780e-07      -1.917234373298e-08 
 2464       9.142741308382e+01       2.914314448090e+00       0.000000000000e+00      -1.239358845251e+00       8.968621286930e-10       1.379824919379e-07      -1.918976860180e-08 
 2465       9.103581607037e+01       2.928567025520e+00       0.000000000000e+00      -1.225037703200e+00       8.958795140220e-10       1.387891403948e-07      -1.919672337271e-08 
 2466       9.064528483092e+01       2.942940872011e+00       0.000000000000e+00      -1.212182929877e+00       8.948980891185e-10       1.395776204461e-07      -1.919404494559e-08 
 2467       9.025590032132e+01       2.957426935919e+00       0.000000000000e+00      -1.200785007058e+00       8.939178528669e-10       1.403488929805e-07      -1.918257441775e-08 
 2468       8.986774375083e+01       2.972016135612e+00       0.000000000000e+00      -1.190834376880e+00       8.929388040685e-10       1.411039237883e-07      -1.916315709262e-08 
 2469       8.948089658238e+01       2.986699359437e+00       0.000000000000e+00      -1.182321441800e+00       8.919609414420e-10       1.418436835716e-07      -1.913664248830e-08 
 2470       8.909544053282e+01       3.001467465694e+00       0.000000000000e+00      -1.175236564549e+00       8.909842636226e-10       1.425691479542e-07      -1.910388434617e-08 
 2471       8.871145757317e+01       3.016311282601e+00       0.000000000000e+00      -1.169570068088e+00       8.900087691615e-10       1.432812974917e-07      -1.906574063952e-08 
 2472       8.832902992887e+01       3.031221608265e+00       0.000000000000e+00      -1.165312235570e+00       8.890344565264e-10       1.439811176819e-07      -1.902307358217e-08 
 2473       8.794824008006e+01       3.046189210652e+00       0.000000000000e+00      -1.162453310291e+00       8.880613241000e-10       1.446695989746e-07      -1.897674963706e-08 
 2474       8.756917076178e+01       3.061204827557e+00       0.000000000000e+00      -1.160983495652e+00       8.870893701804e-10       1.453477367818e-07      -1.892763952495e-08 
 2475       8.719190496429e+01       3.076259166571e+00       0.000000000000e+00      -1.160892955110e+00       8.861185929807e-10       1.460165314879e-07      -1.887661823301e-08 
 2476       8.681652593327e+01       3.091342905052e+00       0.000000000000e+00      -1.162171812141e+00       8.851489906281e-10       1.466769884600e-07      -1.882456502350e-08 
 2477       8.644311717008e+01       3.106446690094e+00       0.000000000000e+00      -1.164810150194e+00       8.841805611643e-10       1.473301180578e-07      -1.877236344238e-08 
 2478       8.607176243206e+01       3.121561138498e+00       0.000000000000e+00      -1.168798012646e+00       8.832133025444e-10       1.479769356437e-07      -1.872090132804e-08 
 2479       8.570254573271e+01       3.136676836738e+00       0.000000000000e+00      -1.174125402762e+00       8.822472126370e-10       1.486184615933e-07      -1.867107081992e-08 
 2480       8.533555134200e+01       3.151784340935e+00       0.000000000000e+00      -1.180782283651e+00       8.812822892238e-10       1.492557213054e-07      -1.862376836719e-08 
 2481       8.497086378661e+01       3.166874176822e+00       0.000000000000e+00      -1.188758578222e+00       8.803185299987e-10       1.498897452121e-07      -1.857989473748e-08 
 2482       8.460856785016e+01       3.181936839716e+00       0.000000000000e+00      -1.198044169143e+00       8.793559325685e-10       1.505215687893e-07      -1.854035502549e-08 
 2483       8.424874857349e+01       3.196962794486e+00       0.000000000000e+00      -1.208628898793e+00       8.783944944513e-10       1.511522325663e-07      -1.850605866178e-08 
 2484       8.389149125491e+01       3.211942475525e+00       0.000000000000e+00      -1.220502569225e+00       8.774342130772e-10       1.517827821368e-07      -1.847791942139e-08 
 2485       8.353688145043e+01       3.226866286716e+00       0.000000000000e+00      -1.233654942120e+00       8.764750857869e-10       1.524142681686e-07      -1.845685543261e-08 
 2486       8.318500497403e+01       3.241724601403e+00       0.000000000000e+00      -1.248075738742e+00       8.755171098325e-10       1.530477464138e-07      -1.844378918569e-08 
 2487       8.283594789794e+01       3.256507762362e+00       0.000000000000e+00      -1.263754639899e+00       8.745602823759e-10       1.536842777193e-07      -1.843964754153e-08 
 2488       8.248979655284e+01       3.271206081766e+00       0.000000000000e+00      -1.280681285895e+00       8.736046004895e-10       1.543249280372e-07      -1.844536174046e-08 
 2489       8.214663752814e+01       3.285809841161e+00       0.000000000000e+00      -1.298845276492e+00       8.726500611550e-10       1.549707684343e-07      -1.846186741094e-08 
 2490       8.180655767225e+01       3.300309291429e+00       0.000000000000e+00      -1.318236170864e+00       8.716966612637e-10       1.556228751032e-07      -1.849010457834e-08 
 2491       8.146964409279e+01       3.314694652760e+00       0.000000000000e+00      -1.338843487552e+00       8.707443976156e-10       1.562823293722e-07      -1.853101767368e-08 
 2492       8.113598415689e+01       3.328956114624e+00       0.000000000000e+00      -1.360656704427e+00       8.697932669191e-10       1.569502177154e-07      -1.858555554238e-08 
 2493       8.080566549141e+01       3.343083835735e+00       0.000000000000e+00      -1.383665258638e+00       8.688432657912e-10       1.576276317635e-07      -1.865467145303e-08 
 2494       8.047876514620e+01       3.357068736796e+00       0.000000000000e+00      -1.407856483376e+00       8.678943913091e-10       1.583154394476e-07      -1.873904540260e-08 
 2495       8.015531701381e+01       3.370904883857e+00       0.000000000000e+00      -1.433209404974e+00       8.669466426771e-10       1.590135962098e-07      -1.883824834139e-08 
 2496       7.983534421897e+01       3.384587118888e+00       0.000000000000e+00      -1.459700909299e+00       8.660000195789e-10       1.597218277499e-07      -1.895157060793e-08 
 2497       7.951886993834e+01       3.398110268263e+00       0.000000000000e+00      -1.487307801565e+00       8.650545216261e-10       1.604398583377e-07      -1.907829895784e-08 
 2498       7.920591740048e+01       3.411469142744e+00       0.000000000000e+00      -1.516006806247e+00       8.641101483581e-10       1.611674108111e-07      -1.921771655654e-08 
 2499       7.889650988594e+01       3.424658537467e+00       0.000000000000e+00      -1.545774567001e+00       8.631668992418e-10       1.619042065721e-07      -1.936910297198e-08 
 2500       7.859067072730e+01       3.437673231923e+00       0.000000000000e+00      -1.576587646581e+00       8.622247736710e-10       1.626499655845e-07      -1.953173416730e-08 
