# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  552       2.560913406469e+03       8.464866709308e+00       0.000000000000e+00       5.870565775575e+00       1.735810213826e-08       1.894493948042e-06      -4.434086806299e-08 
  553       2.557549404514e+03       8.613069856092e+00       0.000000000000e+00       6.969162370772e+00       1.730871407747e-08       1.919498688773e-06      -6.084572262571e-08 
  554       2.553975802990e+03       8.766272171956e+00       0.000000000000e+00       8.051701476962e+00       1.725952388599e-08       1.945756753665e-06      -7.728446077027e-08 
  555       2.550195703263e+03       8.924422622502e+00       0.000000000000e+00       9.117663525586e+00       1.721053441495e-08       1.973251456348e-06      -9.365594858800e-08 
  556       2.546212270770e+03       9.087468925229e+00       0.000000000000e+00       1.016652395166e+01       1.716174822370e-08       2.001965483421e-06      -1.099590663307e-07 
  557       2.542028735332e+03       9.255357543200e+00       0.000000000000e+00       1.119775317550e+01       1.711316757326e-08       2.031880888043e-06      -1.261927086888e-07 
  558       2.537648391464e+03       9.428033678718e+00       0.000000000000e+00       1.221081658445e+01       1.706479441975e-08       2.062979083502e-06      -1.423557850708e-07 
  559       2.533074598691e+03       9.605441266989e+00       0.000000000000e+00       1.320517451460e+01       1.701663040777e-08       2.095240836764e-06      -1.584472198844e-07 
  560       2.528310781852e+03       9.787522969794e+00       0.000000000000e+00       1.418028223252e+01       1.696867686374e-08       2.128646261988e-06      -1.744659528181e-07 
  561       2.523360431422e+03       9.974220169160e+00       0.000000000000e+00       1.513558991699e+01       1.692093478911e-08       2.163174814029e-06      -1.904109391251e-07 
  562       2.518227103814e+03       1.016547296103e+01       0.000000000000e+00       1.607054264072e+01       1.687340485361e-08       2.198805281905e-06      -2.062811499078e-07 
  563       2.512914421697e+03       1.036122014892e+01       0.000000000000e+00       1.698458035206e+01       1.682608738836e-08       2.235515782246e-06      -2.220755724039e-07 
  564       2.507426074306e+03       1.056139923763e+01       0.000000000000e+00       1.787713785678e+01       1.677898237893e-08       2.273283752721e-06      -2.377932102739e-07 
  565       2.501765817753e+03       1.076594642684e+01       0.000000000000e+00       1.874764479971e+01       1.673208945843e-08       2.312085945430e-06      -2.534330838893e-07 
  566       2.495937475339e+03       1.097479660487e+01       0.000000000000e+00       1.959552564655e+01       1.668540790037e-08       2.351898420286e-06      -2.689942306233e-07 
  567       2.489944937868e+03       1.118788334226e+01       0.000000000000e+00       2.042019966556e+01       1.663893661166e-08       2.392696538358e-06      -2.844757051415e-07 
  568       2.483792163955e+03       1.140513888551e+01       0.000000000000e+00       2.122108090927e+01       1.659267412537e-08       2.434454955206e-06      -2.998765796945e-07 
  569       2.477483180340e+03       1.162649415071e+01       0.000000000000e+00       2.199757819624e+01       1.654661859356e-08       2.477147614173e-06      -3.151959444123e-07 
  570       2.471022082200e+03       1.185187871723e+01       0.000000000000e+00       2.274909509275e+01       1.650076777997e-08       2.520747739668e-06      -3.304329075988e-07 
  571       2.464413033461e+03       1.208122082138e+01       0.000000000000e+00       2.347502989457e+01       1.645511905269e-08       2.565227830418e-06      -3.455865960290e-07 
  572       2.457660267108e+03       1.231444735007e+01       0.000000000000e+00       2.417477560865e+01       1.640966937675e-08       2.610559652695e-06      -3.606561552464e-07 
  573       2.450768085497e+03       1.255148383451e+01       0.000000000000e+00       2.484771993486e+01       1.636441530666e-08       2.656714233523e-06      -3.756407498620e-07 
  574       2.443740860669e+03       1.279225444384e+01       0.000000000000e+00       2.549324524772e+01       1.631935297889e-08       2.703661853853e-06      -3.905395638553e-07 
  575       2.436583034660e+03       1.303668197884e+01       0.000000000000e+00       2.611072857810e+01       1.627447810425e-08       2.751372041724e-06      -4.053518008755e-07 
  576       2.429299119814e+03       1.328468786557e+01       0.000000000000e+00       2.669954159499e+01       1.622978596028e-08       2.799813565389e-06      -4.200766845448e-07 
  577       2.421893699091e+03       1.353619214904e+01       0.000000000000e+00       2.725905058720e+01       1.618527138351e-08       2.848954426427e-06      -4.347134587626e-07 
  578       2.414371426384e+03       1.379111348692e+01       0.000000000000e+00       2.778861644507e+01       1.614092876168e-08       2.898761852819e-06      -4.492613880114e-07 
  579       2.406737026829e+03       1.404936914313e+01       0.000000000000e+00       2.828759464225e+01       1.609675202593e-08       2.949202292012e-06      -4.637197576638e-07 
  580       2.398995297114e+03       1.431087498161e+01       0.000000000000e+00       2.875533521736e+01       1.605273464289e-08       3.000241403949e-06      -4.780878742902e-07 
  581       2.391151105794e+03       1.457554545990e+01       0.000000000000e+00       2.919118275576e+01       1.600886960670e-08       3.051844054078e-06      -4.923650659693e-07 
  582       2.383209393603e+03       1.484329362286e+01       0.000000000000e+00       2.959447637126e+01       1.596514943098e-08       3.103974306342e-06      -5.065506825982e-07 
  583       2.375174974471e+03       1.511403051636e+01       0.000000000000e+00       2.996465565941e+01       1.592156816429e-08       3.156600966162e-06      -5.206439178665e-07 
  584       2.367051932497e+03       1.538766342503e+01       0.000000000000e+00       3.030158150217e+01       1.587812756372e-08       3.209714452142e-06      -5.346432672058e-07 
  585       2.358844210531e+03       1.566409757797e+01       0.000000000000e+00       3.060522324134e+01       1.583483121281e-08       3.263310541704e-06      -5.485470501768e-07 
  586       2.350555808338e+03       1.594323671824e+01       0.000000000000e+00       3.087555345131e+01       1.579168252165e-08       3.317384876710e-06      -5.623535871074e-07 
  587       2.342190782845e+03       1.622498309629e+01       0.000000000000e+00       3.111254795812e+01       1.574868472286e-08       3.371932962233e-06      -5.760611992200e-07 
  588       2.333753248382e+03       1.650923746347e+01       0.000000000000e+00       3.131618585853e+01       1.570584086755e-08       3.426950165324e-06      -5.896682087598e-07 
  589       2.325247376917e+03       1.679589906548e+01       0.000000000000e+00       3.148644953913e+01       1.566315382129e-08       3.482431713776e-06      -6.031729391241e-07 
  590       2.316677398308e+03       1.708486563581e+01       0.000000000000e+00       3.162332469537e+01       1.562062625990e-08       3.538372694883e-06      -6.165737149911e-07 
  591       2.308047600534e+03       1.737603338922e+01       0.000000000000e+00       3.172680035067e+01       1.557826066540e-08       3.594768054193e-06      -6.298688624510e-07 
  592       2.299362329945e+03       1.766929701524e+01       0.000000000000e+00       3.179686887548e+01       1.553605932176e-08       3.651612594260e-06      -6.430567091362e-07 
  593       2.290625991499e+03       1.796454967158e+01       0.000000000000e+00       3.183352600638e+01       1.549402431073e-08       3.708900973391e-06      -6.561355843530e-07 
  594       2.281843049003e+03       1.826168297763e+01       0.000000000000e+00       3.183677086510e+01       1.545215750751e-08       3.766627704387e-06      -6.691038192143e-07 
  595       2.273018025358e+03       1.856058700791e+01       0.000000000000e+00       3.180660597768e+01       1.541046057656e-08       3.824787153280e-06      -6.819597467716e-07 
  596       2.264155502799e+03       1.886115028555e+01       0.000000000000e+00       3.174303729346e+01       1.536893496719e-08       3.883373538067e-06      -6.947017021495e-07 
  597       2.255260123133e+03       1.916325977573e+01       0.000000000000e+00       3.164607420420e+01       1.532758190922e-08       3.942380927441e-06      -7.073280226789e-07 
  598       2.246336587988e+03       1.946680087917e+01       0.000000000000e+00       3.151572956319e+01       1.528640240862e-08       4.001803239512e-06      -7.198370480328e-07 
  599       2.237389659046e+03       1.977165742560e+01       0.000000000000e+00       3.135201970424e+01       1.524539724300e-08       4.061634240533e-06      -7.322271203610e-07 
  600       2.228424158291e+03       2.007771166720e+01       0.000000000000e+00       3.115496446082e+01       1.520456695722e-08       4.121867543613e-06      -7.444965844271e-07 
  601       2.219444968249e+03       2.038484427207e+01       0.000000000000e+00       3.092458718513e+01       1.516391185882e-08       4.182496607428e-06      -7.566437877445e-07 
  602       2.210457032226e+03       2.069293431770e+01       0.000000000000e+00       3.066091476715e+01       1.512343201349e-08       4.243514734934e-06      -7.686670807145e-07 
  603       2.201465354555e+03       2.100185928447e+01       0.000000000000e+00       3.036397765375e+01       1.508312724051e-08       4.304915072066e-06      -7.805648167641e-07 
  604       2.192475000834e+03       2.131149504904e+01       0.000000000000e+00       3.003380986773e+01       1.504299710813e-08       4.366690606440e-06      -7.923353524853e-07 
  605       2.183491098168e+03       2.162171587788e+01       0.000000000000e+00       2.967044902692e+01       1.500304092886e-08       4.428834166048e-06      -8.039770477739e-07 
  606       2.174518835410e+03       2.193239442072e+01       0.000000000000e+00       2.927393636326e+01       1.496325775486e-08       4.491338417948e-06      -8.154882659703e-07 
  607       2.165563463405e+03       2.224340170399e+01       0.000000000000e+00       2.884431674184e+01       1.492364637315e-08       4.554195866953e-06      -8.268673739998e-07 
  608       2.156630295230e+03       2.255460712432e+01       0.000000000000e+00       2.838163868002e+01       1.488420530086e-08       4.617398854311e-06      -8.381127425146e-07 
  609       2.147724706434e+03       2.286587844197e+01       0.000000000000e+00       2.788595436650e+01       1.484493278044e-08       4.680939556384e-06      -8.492227460354e-07 
  610       2.138852135283e+03       2.317708177435e+01       0.000000000000e+00       2.735731968036e+01       1.480582677479e-08       4.744809983323e-06      -8.601957630944e-07 
  611       2.130018082998e+03       2.348808158940e+01       0.000000000000e+00       2.679579421017e+01       1.476688496242e-08       4.809001977738e-06      -8.710301763791e-07 
  612       2.121228113998e+03       2.379874069914e+01       0.000000000000e+00       2.620144127306e+01       1.472810473248e-08       4.873507213363e-06      -8.817243728758e-07 
  613       2.112487856143e+03       2.410892025309e+01       0.000000000000e+00       2.557432793378e+01       1.468948317985e-08       4.938317193716e-06      -8.922767440148e-07 
  614       2.103803000972e+03       2.441847973175e+01       0.000000000000e+00       2.491452502380e+01       1.465101710013e-08       5.003423250759e-06      -9.026856858156e-07 
  615       2.095179303950e+03       2.472727694005e+01       0.000000000000e+00       2.422210716036e+01       1.461270298459e-08       5.068816543548e-06      -9.129495990334e-07 
  616       2.086622584702e+03       2.503516800084e+01       0.000000000000e+00       2.349715276559e+01       1.457453701515e-08       5.134488056882e-06      -9.230668893054e-07 
  617       2.078138727263e+03       2.534200734832e+01       0.000000000000e+00       2.273974408553e+01       1.453651505920e-08       5.200428599951e-06      -9.330359672984e-07 
  618       2.069733680311e+03       2.564764772155e+01       0.000000000000e+00       2.194996720923e+01       1.449863266453e-08       5.266628804971e-06      -9.428552488570e-07 
  619       2.061413457416e+03       2.595194015787e+01       0.000000000000e+00       2.112791208784e+01       1.446088505409e-08       5.333079125823e-06      -9.525231551523e-07 
  620       2.053184137278e+03       2.625473398641e+01       0.000000000000e+00       2.027367255368e+01       1.442326712077e-08       5.399769836683e-06      -9.620381128311e-07 
  621       2.045051863966e+03       2.655587682150e+01       0.000000000000e+00       1.938734633928e+01       1.438577342217e-08       5.466691030652e-06      -9.713985541662e-07 
  622       2.037022214952e+03       2.685522618971e+01       0.000000000000e+00       1.846909119325e+01       1.434839962503e-08       5.533832426154e-06      -9.806032008843e-07 
  623       2.029098288437e+03       2.715268472297e+01       0.000000000000e+00       1.751929463241e+01       1.431114692394e-08       5.601182781473e-06      -9.896519263032e-07 
  624       2.021282571694e+03       2.744816577696e+01       0.000000000000e+00       1.653840820384e+01       1.427401781853e-08       5.668730456958e-06      -9.985449237415e-07 
  625       2.013577569273e+03       2.774158186920e+01       0.000000000000e+00       1.552689178452e+01       1.423701467965e-08       5.736463603829e-06      -1.007282425984e-06 
  626       2.005985803044e+03       2.803284467623e+01       0.000000000000e+00       1.448521361772e+01       1.420013974651e-08       5.804370162603e-06      -1.015864705702e-06 
  627       1.998509812244e+03       2.832186503060e+01       0.000000000000e+00       1.341385034948e+01       1.416339512405e-08       5.872437861516e-06      -1.024292075871e-06 
  628       1.991152153524e+03       2.860855291795e+01       0.000000000000e+00       1.231328706507e+01       1.412678278006e-08       5.940654214940e-06      -1.032564890192e-06 
  629       1.983915400992e+03       2.889281747411e+01       0.000000000000e+00       1.118401732542e+01       1.409030454246e-08       6.009006521796e-06      -1.040683543517e-06 
  630       1.976802146261e+03       2.917456698214e+01       0.000000000000e+00       1.002654320356e+01       1.405396209645e-08       6.077481863958e-06      -1.048648472275e-06 
  631       1.969814998495e+03       2.945370886941e+01       0.000000000000e+00       8.841375321071e+00       1.401775698164e-08       6.146067104660e-06      -1.056460154892e-06 
  632       1.962956584453e+03       2.973014970465e+01       0.000000000000e+00       7.629032884563e+00       1.398169058924e-08       6.214748886888e-06      -1.064119112224e-06 
  633       1.956229548536e+03       3.000379519504e+01       0.000000000000e+00       6.390043722084e+00       1.394576415913e-08       6.283513631777e-06      -1.071625907986e-06 
  634       1.949636552830e+03       3.027455018328e+01       0.000000000000e+00       5.124944319582e+00       1.390997877697e-08       6.352347536997e-06      -1.078981149178e-06 
  635       1.943180277159e+03       3.054231864463e+01       0.000000000000e+00       3.834279857360e+00       1.387433537125e-08       6.421236575138e-06      -1.086185486524e-06 
  636       1.936863419121e+03       3.080700368400e+01       0.000000000000e+00       2.518604246510e+00       1.383883471036e-08       6.490166492085e-06      -1.093239614900e-06 
  637       1.930688694142e+03       3.106850753301e+01       0.000000000000e+00       1.178480165374e+00       1.380347739959e-08       6.559122805393e-06      -1.100144273772e-06 
  638       1.924658835515e+03       3.132673154706e+01       0.000000000000e+00      -1.855209040195e-01       1.376826387813e-08       6.628090802657e-06      -1.106900247632e-06 
  639       1.918776594453e+03       3.158157620241e+01       0.000000000000e+00      -1.572818639501e+00       1.373319441605e-08       6.697055539875e-06      -1.113508366436e-06 
  640       1.913044740129e+03       3.183294109322e+01       0.000000000000e+00      -2.982823842313e+00       1.369826911127e-08       6.766001839805e-06      -1.119969506046e-06 
  641       1.907466059721e+03       3.208072492863e+01       0.000000000000e+00      -4.414938400667e+00       1.366348788645e-08       6.834914290322e-06      -1.126284588666e-06 
  642       1.902043358466e+03       3.232482552985e+01       0.000000000000e+00      -5.868555253290e+00       1.362885048592e-08       6.903777242766e-06      -1.132454583290e-06 
  643       1.896779459694e+03       3.256513982721e+01       0.000000000000e+00      -7.343058352980e+00       1.359435647258e-08       6.972574810286e-06      -1.138480506145e-06 
  644       1.891677204885e+03       3.280156385720e+01       0.000000000000e+00      -8.837822630159e+00       1.356000522471e-08       7.041290866181e-06      -1.144363421134e-06 
  645       1.886739453707e+03       3.303399275959e+01       0.000000000000e+00      -1.035221395642e+01       1.352579593286e-08       7.109909042233e-06      -1.150104440287e-06 
  646       1.881969084064e+03       3.326232077446e+01       0.000000000000e+00      -1.188558910809e+01       1.349172759661e-08       7.178412727040e-06      -1.155704724208e-06 
  647       1.877368992143e+03       3.348644123930e+01       0.000000000000e+00      -1.343729572977e+01       1.345779902142e-08       7.246785064338e-06      -1.161165482525e-06 
  648       1.872942092459e+03       3.370624658602e+01       0.000000000000e+00      -1.500667229789e+01       1.342400881532e-08       7.315008951324e-06      -1.166487974341e-06 
  649       1.868691317901e+03       3.392162833810e+01       0.000000000000e+00      -1.659304808428e+01       1.339035538572e-08       7.383067036971e-06      -1.171673508690e-06 
  650       1.864619619775e+03       3.413247710758e+01       0.000000000000e+00      -1.819574311969e+01       1.335683693610e-08       7.450941720336e-06      -1.176723444991e-06 
  651       1.860729967855e+03       3.433868259218e+01       0.000000000000e+00      -1.981406815737e+01       1.332345146269e-08       7.518615148870e-06      -1.181639193502e-06 
  652       1.857025350425e+03       3.454013357234e+01       0.000000000000e+00      -2.144732463660e+01       1.329019675115e-08       7.586069216718e-06      -1.186422215780e-06 
  653       1.853508774324e+03       3.473671790831e+01       0.000000000000e+00      -2.309480464626e+01       1.325707037322e-08       7.653285563015e-06      -1.191074025139e-06 
  654       1.850183264995e+03       3.492832253720e+01       0.000000000000e+00      -2.475579088839e+01       1.322406968334e-08       7.720245570175e-06      -1.195596187115e-06 
  655       1.847051866530e+03       3.511483347004e+01       0.000000000000e+00      -2.642955664170e+01       1.319119181526e-08       7.786930362183e-06      -1.199990319920e-06 
  656       1.844117641712e+03       3.529613578887e+01       0.000000000000e+00      -2.811536572517e+01       1.315843367858e-08       7.853320802871e-06      -1.204258094916e-06 
  657       1.841383672065e+03       3.547211364382e+01       0.000000000000e+00      -2.981247246157e+01       1.312579195532e-08       7.919397494201e-06      -1.208401237070e-06 
  658       1.838853057900e+03       3.564265025011e+01       0.000000000000e+00      -3.152012164106e+01       1.309326309646e-08       7.985140774531e-06      -1.212421525431e-06 
  659       1.836528918357e+03       3.580762788521e+01       0.000000000000e+00      -3.323754848466e+01       1.306084331840e-08       8.050530716890e-06      -1.216320793591e-06 
  660       1.834414391453e+03       3.596692788583e+01       0.000000000000e+00      -3.496397860788e+01       1.302852859946e-08       8.115547127232e-06      -1.220100930157e-06 
  661       1.832512012573e+03       3.612044783737e+01       0.000000000000e+00      -3.669865513874e+01       1.299631573106e-08       8.180171906433e-06      -1.223763337420e-06 
  662       1.830821834801e+03       3.626815356415e+01       0.000000000000e+00      -3.844092080216e+01       1.296420552928e-08       8.244396225637e-06      -1.227307286729e-06 
  663       1.829343267230e+03       3.641002827983e+01       0.000000000000e+00      -4.019013757358e+01       1.293219975756e-08       8.308213584476e-06      -1.230731509723e-06 
  664       1.828075692635e+03       3.654605550067e+01       0.000000000000e+00      -4.194565965943e+01       1.290030008273e-08       8.371617468912e-06      -1.234034735263e-06 
  665       1.827018467357e+03       3.667621904733e+01       0.000000000000e+00      -4.370683346814e+01       1.286850807318e-08       8.434601351431e-06      -1.237215689464e-06 
  666       1.826170921169e+03       3.680050304664e+01       0.000000000000e+00      -4.547299758108e+01       1.283682519689e-08       8.497158691235e-06      -1.240273095722e-06 
  667       1.825532357157e+03       3.691889193337e+01       0.000000000000e+00      -4.724348272363e+01       1.280525281959e-08       8.559282934443e-06      -1.243205674742e-06 
  668       1.825102051593e+03       3.703137045202e+01       0.000000000000e+00      -4.901761173612e+01       1.277379220276e-08       8.620967514289e-06      -1.246012144573e-06 
  669       1.824879253813e+03       3.713792365863e+01       0.000000000000e+00      -5.079469954488e+01       1.274244450170e-08       8.682205851317e-06      -1.248691220631e-06 
  670       1.824863186089e+03       3.723853692253e+01       0.000000000000e+00      -5.257405313319e+01       1.271121076358e-08       8.742991353587e-06      -1.251241615732e-06 
  671       1.825053043505e+03       3.733319592812e+01       0.000000000000e+00      -5.435497151234e+01       1.268009192544e-08       8.803317416872e-06      -1.253662040122e-06 
  672       1.825447993833e+03       3.742188667667e+01       0.000000000000e+00      -5.613674569255e+01       1.264908881222e-08       8.863177424863e-06      -1.255951201509e-06 
  673       1.826047177410e+03       3.750459548811e+01       0.000000000000e+00      -5.791865865404e+01       1.261820213473e-08       8.922564749370e-06      -1.258107805087e-06 
  674       1.826849707011e+03       3.758130900279e+01       0.000000000000e+00      -5.969998531800e+01       1.258743248763e-08       8.981472750529e-06      -1.260130553575e-06 
  675       1.827854667722e+03       3.765201418326e+01       0.000000000000e+00      -6.147999251756e+01       1.255678034742e-08       9.039894777005e-06      -1.262018147238e-06 
  676       1.829061116823e+03       3.771669831609e+01       0.000000000000e+00      -6.325793896887e+01       1.252624607034e-08       9.097824166202e-06      -1.263769283929e-06 
  677       1.830468083654e+03       3.777534901361e+01       0.000000000000e+00      -6.503307524200e+01       1.249582989034e-08       9.155254244466e-06      -1.265382659108e-06 
  678       1.832074569498e+03       3.782795421572e+01       0.000000000000e+00      -6.680464373201e+01       1.246553191700e-08       9.212178327299e-06      -1.266856965884e-06 
  679       1.833879547451e+03       3.787450219164e+01       0.000000000000e+00      -6.857187862992e+01       1.243535213341e-08       9.268589719562e-06      -1.268190895037e-06 
  680       1.835881962300e+03       3.791498154175e+01       0.000000000000e+00      -7.033400589373e+01       1.240529039406e-08       9.324481715695e-06      -1.269383135057e-06 
  681       1.838080730398e+03       3.794938119931e+01       0.000000000000e+00      -7.209024321938e+01       1.237534642274e-08       9.379847599921e-06      -1.270432372169e-06 
  682       1.840474739538e+03       3.797769043227e+01       0.000000000000e+00      -7.383980001179e+01       1.234551981037e-08       9.434680646462e-06      -1.271337290371e-06 
  683       1.843062848830e+03       3.799989884508e+01       0.000000000000e+00      -7.558187735583e+01       1.231581001284e-08       9.488974119752e-06      -1.272096571460e-06 
  684       1.845843888575e+03       3.801599638042e+01       0.000000000000e+00      -7.731566798735e+01       1.228621634887e-08       9.542721274655e-06      -1.272708895070e-06 
  685       1.848816660142e+03       3.802597332101e+01       0.000000000000e+00      -7.904035626413e+01       1.225673799779e-08       9.595915356678e-06      -1.273172938697e-06 
  686       1.851979935842e+03       3.802982029140e+01       0.000000000000e+00      -8.075511813694e+01       1.222737399737e-08       9.648549602189e-06      -1.273487377740e-06 
  687       1.855332458801e+03       3.802752825974e+01       0.000000000000e+00      -8.245912112050e+01       1.219812324155e-08       9.700617238636e-06      -1.273650885525e-06 
  688       1.858872942840e+03       3.801908853955e+01       0.000000000000e+00      -8.415152426447e+01       1.216898447827e-08       9.752111484766e-06      -1.273662133343e-06 
  689       1.862600072348e+03       3.800449279154e+01       0.000000000000e+00      -8.583147812449e+01       1.213995630716e-08       9.803025550845e-06      -1.273519790484e-06 
  690       1.866512502156e+03       3.798373302537e+01       0.000000000000e+00      -8.749812473314e+01       1.211103717733e-08       9.853352638880e-06      -1.273222524264e-06 
  691       1.870608857416e+03       3.795680160140e+01       0.000000000000e+00      -8.915059757095e+01       1.208222538506e-08       9.903085942840e-06      -1.272769000063e-06 
  692       1.874887733470e+03       3.792369123255e+01       0.000000000000e+00      -9.078802153743e+01       1.205351907150e-08       9.952218648883e-06      -1.272157881358e-06 
  693       1.879347695734e+03       3.788439498602e+01       0.000000000000e+00      -9.240951292202e+01       1.202491622038e-08       1.000074393558e-05      -1.271387829753e-06 
  694       1.883987279565e+03       3.783890628507e+01       0.000000000000e+00      -9.401417937511e+01       1.199641465568e-08       1.004865497413e-05      -1.270457505019e-06 
  695       1.888804990141e+03       3.778721891086e+01       0.000000000000e+00      -9.560111987905e+01       1.196801203926e-08       1.009594492860e-05      -1.269365565121e-06 
  696       1.893799302335e+03       3.772932700416e+01       0.000000000000e+00      -9.716942471915e+01       1.193970586855e-08       1.014260695617e-05      -1.268110666256e-06 
  697       1.898968660591e+03       3.766522506721e+01       0.000000000000e+00      -9.871817545463e+01       1.191149347415e-08       1.018863420730e-05      -1.266691462886e-06 
  698       1.904311478797e+03       3.759490796541e+01       0.000000000000e+00      -1.002464448897e+02       1.188337201741e-08       1.023401982604e-05      -1.265106607773e-06 
  699       1.909826140164e+03       3.751837092919e+01       0.000000000000e+00      -1.017532970445e+02       1.185533848810e-08       1.027875695019e-05      -1.263354752013e-06 
  700       1.915510759828e+03       3.743562153567e+01       0.000000000000e+00      -1.032378789652e+02       1.182739047999e-08       1.032283937804e-05      -1.261435025010e-06 
  701       1.921362467491e+03       3.734671592405e+01       0.000000000000e+00      -1.046996983116e+02       1.179952855836e-08       1.036626359077e-05      -1.259348490809e-06 
  702       1.927378109588e+03       3.725172333812e+01       0.000000000000e+00      -1.061383514943e+02       1.177175398605e-08       1.040902679361e-05      -1.257096737276e-06 
  703       1.933554485029e+03       3.715071421939e+01       0.000000000000e+00      -1.075534323529e+02       1.174406795302e-08       1.045112625578e-05      -1.254681400645e-06 
  704       1.939888345010e+03       3.704376021179e+01       0.000000000000e+00      -1.089445321494e+02       1.171647157494e-08       1.049255931125e-05      -1.252104165908e-06 
  705       1.946376392833e+03       3.693093416636e+01       0.000000000000e+00      -1.103112395616e+02       1.168896589187e-08       1.053332335941e-05      -1.249366767205e-06 
  706       1.953015283724e+03       3.681231014600e+01       0.000000000000e+00      -1.116531406765e+02       1.166155186694e-08       1.057341586588e-05      -1.246470988218e-06 
  707       1.959801624646e+03       3.668796343017e+01       0.000000000000e+00      -1.129698189840e+02       1.163423038496e-08       1.061283436319e-05      -1.243418662558e-06 
  708       1.966731974122e+03       3.655797051958e+01       0.000000000000e+00      -1.142608553702e+02       1.160700225106e-08       1.065157645153e-05      -1.240211674165e-06 
  709       1.973802842050e+03       3.642240914092e+01       0.000000000000e+00      -1.155258281109e+02       1.157986818932e-08       1.068963979951e-05      -1.236851957702e-06 
  710       1.981010689517e+03       3.628135825158e+01       0.000000000000e+00      -1.167643128648e+02       1.155282884139e-08       1.072702214489e-05      -1.233341498947e-06 
  711       1.988351928622e+03       3.613489804435e+01       0.000000000000e+00      -1.179758826676e+02       1.152588476504e-08       1.076372129529e-05      -1.229682335199e-06 
  712       1.995822922289e+03       3.598310995214e+01       0.000000000000e+00      -1.191601079246e+02       1.149903643285e-08       1.079973512902e-05      -1.225876555666e-06 
  713       2.003419984087e+03       3.582607665268e+01       0.000000000000e+00      -1.203165564050e+02       1.147228423070e-08       1.083506159575e-05      -1.221926301876e-06 
  714       2.011139378045e+03       3.566388207325e+01       0.000000000000e+00      -1.214447932347e+02       1.144562845639e-08       1.086969871731e-05      -1.217833768068e-06 
  715       2.018977318469e+03       3.549661139536e+01       0.000000000000e+00      -1.225443808901e+02       1.141906931819e-08       1.090364458841e-05      -1.213601201601e-06 
  716       2.026929969764e+03       3.532435105951e+01       0.000000000000e+00      -1.236148791915e+02       1.139260693343e-08       1.093689737744e-05      -1.209230903356e-06 
  717       2.034993446244e+03       3.514718876986e+01       0.000000000000e+00      -1.246558452965e+02       1.136624132699e-08       1.096945532718e-05      -1.204725228138e-06 
  718       2.043163811957e+03       3.496521349897e+01       0.000000000000e+00      -1.256668336936e+02       1.133997242987e-08       1.100131675562e-05      -1.200086585085e-06 
  719       2.051437080494e+03       3.477851549250e+01       0.000000000000e+00      -1.266473961954e+02       1.131380007768e-08       1.103248005668e-05      -1.195317438070e-06 
  720       2.059809214814e+03       3.458718627391e+01       0.000000000000e+00      -1.275970819323e+02       1.128772400923e-08       1.106294370098e-05      -1.190420306118e-06 
  721       2.068276127057e+03       3.439131864920e+01       0.000000000000e+00      -1.285154373459e+02       1.126174386494e-08       1.109270623663e-05      -1.185397763803e-06 
  722       2.076833678362e+03       3.419100671160e+01       0.000000000000e+00      -1.294020061824e+02       1.123585918540e-08       1.112176629001e-05      -1.180252441671e-06 
  723       2.085477678685e+03       3.398634584630e+01       0.000000000000e+00      -1.302563294861e+02       1.121006940984e-08       1.115012256650e-05      -1.174987026640e-06 
  724       2.094203886614e+03       3.377743273514e+01       0.000000000000e+00      -1.310779455928e+02       1.118437387459e-08       1.117777385130e-05      -1.169604262423e-06 
  725       2.103008009190e+03       3.356436536133e+01       0.000000000000e+00      -1.318663901233e+02       1.115877181156e-08       1.120471901020e-05      -1.164106949934e-06 
  726       2.111885701722e+03       3.334724301419e+01       0.000000000000e+00      -1.326211959769e+02       1.113326234669e-08       1.123095699035e-05      -1.158497947706e-06 
  727       2.120832567603e+03       3.312616629381e+01       0.000000000000e+00      -1.333418933248e+02       1.110784449838e-08       1.125648682105e-05      -1.152780172309e-06 
  728       2.129844158131e+03       3.290123711582e+01       0.000000000000e+00      -1.340280096036e+02       1.108251717598e-08       1.128130761455e-05      -1.146956598764e-06 
  729       2.138915972323e+03       3.267255871605e+01       0.000000000000e+00      -1.346790695088e+02       1.105727917813e-08       1.130541856681e-05      -1.141030260964e-06 
  730       2.148043456733e+03       3.244023565528e+01       0.000000000000e+00      -1.352945949881e+02       1.103212919125e-08       1.132881895833e-05      -1.135004252093e-06 
  731       2.157222005270e+03       3.220437382393e+01       0.000000000000e+00      -1.358741052350e+02       1.100706578790e-08       1.135150815490e-05      -1.128881725046e-06 
  732       2.166446959016e+03       3.196508044678e+01       0.000000000000e+00      -1.364171166820e+02       1.098208742519e-08       1.137348560845e-05      -1.122665892853e-06 
  733       2.175713606041e+03       3.172246408768e+01       0.000000000000e+00      -1.369231429947e+02       1.095719244316e-08       1.139475085781e-05      -1.116360029098e-06 
  734       2.185017181221e+03       3.147663465428e+01       0.000000000000e+00      -1.373916950645e+02       1.093237906315e-08       1.141530352951e-05      -1.109967468351e-06 
